x y Re(psi) Im(psi)
-1.574803149606299080e+00 -7.874015748031496287e+00 3.679720000002475924e-03 9.805629392999868927e-04
-1.448818897637795367e+00 -7.874015748031496287e+00 3.516028934630595609e-03 1.106822541372079905e-03
-1.322834645669291653e+00 -7.874015748031496287e+00 3.340634837984381850e-03 1.235520178235717786e-03
-1.196850393700787052e+00 -7.874015748031496287e+00 3.154060173759809255e-03 1.366179592140953592e-03
-1.070866141732283339e+00 -7.874015748031496287e+00 2.956901057091580656e-03 1.498302473834407659e-03
-9.448818897637796255e-01 -7.874015748031496287e+00 2.749824548714549163e-03 1.631371527228094899e-03
-8.188976377952759123e-01 -7.874015748031496287e+00 2.533565555180681151e-03 1.764854277729247531e-03
-6.929133858267721990e-01 -7.874015748031496287e+00 2.308922370968179497e-03 1.898206460828851362e-03
-5.669291338582675976e-01 -7.874015748031496287e+00 2.076752344595597568e-03 2.030876616831123541e-03
-4.409448818897638844e-01 -7.874015748031496287e+00 1.837965356148182124e-03 2.162309109585497640e-03
-3.149606299212601712e-01 -7.874015748031496287e+00 1.593518649548552680e-03 2.291949571511448566e-03
-1.889763779527555698e-01 -7.874015748031496287e+00 1.344400016577625709e-03 2.419237401628726233e-03
-6.299212598425185661e-02 -7.874015748031496287e+00 1.091630247052837724e-03 2.543621410733581077e-03
6.299212598425185661e-02 -7.874015748031496287e+00 8.363147515220480457e-04 2.664633847190433277e-03
1.889763779527555698e-01 -7.874015748031496287e+00 5.795262284745095150e-04 2.781766037263122462e-03
3.149606299212592830e-01 -7.874015748031496287e+00 3.222966966530885343e-04 2.894472088648195919e-03
4.409448818897629963e-01 -7.874015748031496287e+00 6.571824462255746358e-05 3.002301210523054906e-03
5.669291338582667095e-01 -7.874015748031496287e+00 -1.891245832031092193e-04 3.104831291341925148e-03
6.929133858267721990e-01 -7.874015748031496287e+00 -4.411726321572031952e-04 3.201660525846986450e-03
8.188976377952759123e-01 -7.874015748031496287e+00 -6.893900929436135375e-04 3.292421947923350727e-03
9.448818897637796255e-01 -7.874015748031496287e+00 -9.327731760266095434e-04 3.376784540945918563e-03
1.070866141732283339e+00 -7.874015748031496287e+00 -1.170356384940667883e-03 3.454456305074554440e-03
1.196850393700787052e+00 -7.874015748031496287e+00 -1.401219761620627014e-03 3.525185143804095925e-03
1.322834645669290765e+00 -7.874015748031496287e+00 -1.624494688239503997e-03 3.588760355409893223e-03
1.448818897637794478e+00 -7.874015748031496287e+00 -1.839369616067661065e-03 3.645012999629869323e-03
1.574803149606299968e+00 -7.874015748031496287e+00 -2.045094693955467648e-03 3.693816323028857943e-03
1.700787401574803681e+00 -7.874015748031496287e+00 -2.240985944639257901e-03 3.735085411136610401e-03
